id,title,genres,averageRating,numVotes,releaseYear
tt0043313,"Early Summer","Comedy, Drama, Romance",8,10171,1951
tt3270538,"Requiem for the American Dream","Biography, Documentary, News",8,10095,2015
tt1592303,"Ask Your Heart","Drama, Romance",8,10003,2010
tt0499549,Avatar,"Action, Adventure, Fantasy",7.9,1429887,2009
tt0120338,Titanic,"Drama, Romance",7.9,1338269,1997
tt0371746,"Iron Man","Action, Adventure, Sci-Fi",7.9,1172472,2008
tt3501632,"Thor: Ragnarok","Action, Adventure, Comedy",7.9,854576,2017
tt2543164,Arrival,"Drama, Mystery, Sci-Fi",7.9,816384,2016
tt8946378,"Knives Out","Comedy, Crime, Drama",7.9,816260,2019
tt0126029,Shrek,"Adventure, Animation, Comedy",7.9,772766,2001
tt1631867,"Edge of Tomorrow","Action, Adventure, Sci-Fi",7.9,771705,2014
tt1877832,"X-Men: Days of Future Past","Action, Adventure, Sci-Fi",7.9,769738,2014
tt1136608,"District 9","Action, Sci-Fi, Thriller",7.9,735236,2009
tt0304141,"Harry Potter and the Prisoner of Azkaban","Adventure, Family, Fantasy",7.9,728624,2004
tt0454876,"Life of Pi","Adventure, Drama, Fantasy",7.9,684749,2012
tt0120363,"Toy Story 2","Adventure, Animation, Comedy",7.9,644528,1999
tt0796366,"Star Trek","Action, Adventure, Sci-Fi",7.9,629438,2009
tt1727824,"Bohemian Rhapsody","Biography, Drama, Music",7.9,622104,2018
tt0365748,"Shaun of the Dead","Comedy, Horror",7.9,618674,2004
tt1659337,"The Perks of Being a Wallflower",Drama,7.9,570311,2012
tt0206634,"Children of Men","Drama, Sci-Fi, Thriller",7.9,547291,2006
tt0790636,"Dallas Buyers Club","Biography, Drama",7.9,534748,2013
tt0327056,"Mystic River","Crime, Drama, Mystery",7.9,503698,2003
tt0780536,"In Bruges","Comedy, Crime, Drama",7.9,479034,2008
tt2584384,"Jojo Rabbit","Comedy, Drama, War",7.9,466890,2019
tt12361974,"Zack Snyder's Justice League","Action, Adventure, Fantasy",7.9,455651,2021
tt0083866,"E.T. the Extra-Terrestrial","Adventure, Family, Sci-Fi",7.9,453485,1982
tt6791350,"Guardians of the Galaxy Vol. 3","Action, Adventure, Comedy",7.9,427782,2023
tt0166924,"Mulholland Drive","Drama, Mystery, Thriller",7.9,406695,2001
tt0107688,"The Nightmare Before Christmas","Animation, Family, Fantasy",7.9,395059,1993
tt1065073,Boyhood,Drama,7.9,375135,2014
tt7653254,"Marriage Story","Drama, Romance",7.9,360468,2019
tt1125849,"The Wrestler","Drama, Sport",7.9,325654,2008
tt0181875,"Almost Famous","Adventure, Comedy, Drama",7.9,304005,2000
tt0118749,"Boogie Nights",Drama,7.9,291084,1997
tt0190332,"Crouching Tiger, Hidden Dragon","Action, Adventure, Drama",7.9,287986,2000
tt0432283,"Fantastic Mr. Fox","Adventure, Animation, Comedy",7.9,285899,2009
tt0075686,"Annie Hall","Comedy, Romance",7.9,284239,1977
tt0108399,"True Romance","Crime, Drama, Romance",7.9,252218,1993
tt0058461,"A Fistful of Dollars","Drama, Western",7.9,243744,1964
tt0106519,"Carlito's Way","Crime, Drama, Thriller",7.9,240110,1993
tt0080455,"The Blues Brothers","Adventure, Comedy, Crime",7.9,221853,1980
tt14849194,"The Holdovers","Comedy, Drama",7.9,199365,2023
tt0299977,Hero,"Action, Adventure, Drama",7.9,190695,2002
tt2543472,Wonder,"Drama, Family",7.9,188275,2017
tt2209418,"Before Midnight","Drama, Romance",7.9,179181,2013
tt0085334,"A Christmas Story","Comedy, Family",7.9,175054,1983
tt0033870,"The Maltese Falcon","Crime, Drama, Film-Noir",7.9,170921,1941
tt0113568,"Ghost in the Shell","Action, Animation, Crime",7.9,165028,1995
tt0040746,Rope,"Crime, Drama, Mystery",7.9,160375,1948
tt0088258,"This Is Spinal Tap","Comedy, Music",7.9,151459,1984
tt0054331,Spartacus,"Adventure, Biography, Drama",7.9,147848,1960
tt0044079,"Strangers on a Train","Crime, Drama, Film-Noir",7.9,145530,1951
tt2265171,"The Raid 2","Action, Crime, Thriller",7.9,135663,2014
tt0074119,"All the President's Men","Drama, History, Thriller",7.9,131074,1976
tt0168629,"Dancer in the Dark","Crime, Drama, Musical",7.9,120539,2000
tt0287467,"Talk to Her","Drama, Mystery, Romance",7.9,119934,2002
tt1188996,"My Name Is Khan","Drama, Romance",7.9,119580,2010
tt0044081,"A Streetcar Named Desire",Drama,7.9,117373,1951
tt0044706,"High Noon","Drama, Thriller, Western",7.9,113537,1952
tt0052311,"Touch of Evil","Crime, Drama, Film-Noir",7.9,112625,1958
tt0066206,Patton,"Biography, Drama, War",7.9,111121,1970
tt0038787,Notorious,"Drama, Film-Noir, Mystery",7.9,110926,1946
tt1602620,Amour,Drama,7.9,108273,2012
tt3544112,"Sing Street","Comedy, Drama, Music",7.9,104547,2016
tt0109424,"Chungking Express","Comedy, Crime, Drama",7.9,103667,1994
tt0049406,"The Killing","Crime, Drama, Film-Noir",7.9,101881,1956
tt0069293,Solaris,"Drama, Mystery, Sci-Fi",7.9,101829,1972
tt2370248,"Short Term 12",Drama,7.9,93747,2013
tt0024216,"King Kong","Adventure, Horror",7.9,93627,1933
tt0038355,"The Big Sleep","Crime, Drama, Film-Noir",7.9,93231,1946
tt0065214,"The Wild Bunch","Action, Adventure, Drama",7.9,92955,1969
tt8075192,Shoplifters,"Crime, Drama, Thriller",7.9,91461,2018
tt0054997,"The Hustler","Drama, Sport",7.9,88943,1961
tt0061811,"In the Heat of the Night","Drama, Mystery, Thriller",7.9,87353,1967
tt0059113,"Doctor Zhivago","Drama, Romance, War",7.9,84541,1965
tt0067185,"Harold and Maude","Comedy, Drama, Romance",7.9,84073,1971
tt27503384,"Perfect Days",Drama,7.9,82792,2023
tt0056218,"The Manchurian Candidate","Drama, Thriller",7.9,82517,1962
tt0049833,"The Ten Commandments","Adventure, Drama, Family",7.9,81310,1956
tt0093191,"Wings of Desire","Drama, Fantasy, Romance",7.9,80836,1987
tt0078841,"Being There","Comedy, Drama",7.9,80467,1979
tt0347304,"Kal Ho Naa Ho","Comedy, Drama, Musical",7.9,78379,2003
tt4772188,Flow,"Adventure, Animation, Family",7.9,76979,2024
tt0036613,"Arsenic and Old Lace","Comedy, Crime, Thriller",7.9,76865,1944
tt1587707,"Exit Through the Gift Shop","Comedy, Crime, Documentary",7.9,69961,2010
tt13664684,"Karthikeya 2","Action, Adventure, Fantasy",7.9,64727,2022
tt1032846,"4 Months, 3 Weeks and 2 Days",Drama,7.9,64657,2007
tt0015648,"Battleship Potemkin","Drama, History, Thriller",7.9,63336,1925
tt1093370,"Jab We Met","Comedy, Drama, Romance",7.9,61952,2007
tt3848892,Baby,"Action, Thriller",7.9,61886,2015
tt0046359,"Stalag 17","Comedy, Drama, War",7.9,60200,1953
tt0423866,3-Iron,"Crime, Drama, Romance",7.9,59910,2004
tt4387040,Airlift,"Drama, History",7.9,59785,2016
tt0042546,Harvey,"Comedy, Drama, Fantasy",7.9,59682,1950
tt0247586,"Nine Queens","Crime, Drama, Thriller",7.9,59668,2000
tt1360860,"About Elly","Drama, Mystery",7.9,59122,2009
tt5116302,Togo,"Adventure, Biography, Drama",7.9,58857,2019
tt0039628,"Miracle on 34th Street","Comedy, Drama, Family",7.9,58001,1947
tt6333060,Icarus,"Documentary, Sport",7.9,56590,2017
tt0029843,"The Adventures of Robin Hood","Action, Adventure, Romance",7.9,56207,1938
tt0051459,"Cat on a Hot Tin Roof",Drama,7.9,55291,1958
tt0072443,Mirror,"Biography, Drama",7.9,55007,1975
tt0037008,Laura,"Drama, Film-Noir, Mystery",7.9,53761,1944
tt0293715,"My Sassy Girl","Comedy, Drama, Romance",7.9,51729,2001
tt0069281,Sleuth,"Mystery, Thriller",7.9,51438,1972
tt0283509,"No Man's Land","Comedy, Drama, War",7.9,49718,2001
tt0376968,"The Return",Drama,7.9,48578,2003
tt2375559,"1: Nenokkadine","Action, Thriller",7.9,47178,2014
tt2395469,"Gully Boy","Drama, Music, Romance",7.9,45135,2019
tt0037884,"The Lost Weekend","Drama, Film-Noir",7.9,41795,1945
tt2199711,Vishwaroopam,"Action, Thriller",7.9,41382,2013
tt0080979,"Kagemusha: The Shadow Warrior","Drama, History, War",7.9,39643,1980
tt7485048,"Super 30","Biography, Drama",7.9,39257,2019
tt7725596,"Badhaai Ho","Comedy, Drama",7.9,39232,2018
tt0379557,"Touching the Void","Adventure, Documentary, Drama",7.9,39087,2003
tt0069467,"Cries & Whispers",Drama,7.9,38483,1972
tt0110729,"Once Were Warriors","Crime, Drama",7.9,38150,1994
tt0042593,"In a Lonely Place","Drama, Film-Noir, Mystery",7.9,37360,1950
tt0065571,"The Conformist",Drama,7.9,36859,1970
tt0106469,"Blood In, Blood Out","Biography, Crime, Drama",7.9,36054,1993
tt6878038,"A Taxi Driver","Action, Drama, History",7.9,35106,2017
tt4330758,"Black Hawk Down",Documentary,7.9,34617,1997
tt0025878,"The Thin Man","Comedy, Crime, Mystery",7.9,33813,1934
tt0091670,"The Sacrifice",Drama,7.9,33243,1986
tt1327035,Dev.D,"Comedy, Drama, Romance",7.9,33150,2009
tt0031885,"The Rules of the Game","Comedy, Drama",7.9,32450,1939
tt0057091,"The Leopard","Drama, History",7.9,32261,1963
tt0086022,Nostalghia,Drama,7.9,31682,1983
tt0045555,"The Big Heat","Crime, Drama, Film-Noir",7.9,31035,1953
tt0061809,"In Cold Blood","Biography, Crime, Drama",7.9,30690,1967
tt7218518,"Pad Man","Comedy, Drama",7.9,30483,2018
tt0065531,"Le cercle rouge","Crime, Drama, Thriller",7.9,30244,1970
tt0051378,"Elevator to the Gallows","Crime, Drama, Thriller",7.9,30187,1958
tt0037913,"Mildred Pierce","Crime, Drama, Film-Noir",7.9,30060,1945
tt0034240,"Sullivan's Travels","Adventure, Comedy, Drama",7.9,29747,1941
tt0038348,"Beauty and the Beast","Drama, Fantasy, Romance",7.9,29026,1946
tt7294534,"Arjun Reddy","Drama, Romance",7.9,28772,2017
tt1702014,"The Way He Looks","Drama, Romance",7.9,28674,2014
tt0055499,"Through a Glass Darkly",Drama,7.9,28416,1961
tt0028010,"My Man Godfrey","Comedy, Drama, Romance",7.9,27529,1936
tt0096257,"The Thin Blue Line","Crime, Documentary",7.9,26977,1988
tt0860906,"Evangelion: 2.0 You Can (Not) Advance","Action, Animation, Drama",7.9,26807,2009
tt0054130,"La Notte",Drama,7.9,25327,1961
tt0092048,Tampopo,Comedy,7.9,24543,1985
tt2882328,Ugly,"Crime, Drama, Mystery",7.9,24345,2013
tt0064541,Kes,"Drama, Family",7.9,24317,1969
tt5804038,"I Am Not Your Negro","Documentary, History",7.9,24155,2016
tt0029870,"Angels with Dirty Faces","Crime, Drama, Film-Noir",7.9,24060,1938
tt0058430,Onibaba,"Drama, Horror, Thriller",7.9,23920,1964
tt10869778,Maidaan,"Biography, Drama, History",7.9,22712,2024
tt0051411,"The Big Country","Drama, Romance, Western",7.9,22683,1958
tt1277737,"The Stoning of Soraya M.",Drama,7.9,22492,2008
tt0058279,Kwaidan,"Drama, Fantasy, Horror",7.9,21413,1964
tt0060474,"Don't Look Now... We're Being Shot At!","Adventure, Comedy, War",7.9,21299,1966
tt8430054,Flee,"Animation, Biography, Documentary",7.9,20517,2021
tt0118147,"When We Were Kings","Documentary, Sport",7.9,19874,1996
tt1087578,"Still Walking",Drama,7.9,19793,2008
tt0051994,"A Night to Remember","Drama, History",7.9,18378,1958
tt0118751,Border,"Action, Drama, History",7.9,18362,1997
tt18687124,"BTS Permission to Dance on Stage - Seoul: Live Viewing","Documentary, Music",7.9,17560,2022
tt1157605,"Anvil: The Story of Anvil","Biography, Documentary, Drama",7.9,17114,2008
tt0023622,"Trouble in Paradise","Comedy, Crime, Romance",7.9,16852,1932
tt0200654,"On Board","Crime, Drama",7.9,16790,1998
tt11772746,Thiruchitrambalam,"Comedy, Drama, Musical",7.9,16789,2022
tt19653180,"Leila's Brothers",Drama,7.9,16697,2022
tt0031867,"The Roaring Twenties","Crime, Drama, Thriller",7.9,16590,1939
tt0988108,"The Class",Drama,7.9,16244,2007
tt11790780,"The Alpinist","Biography, Documentary",7.9,15869,2021
tt0089603,"Mishima: A Life in Four Chapters","Biography, Drama",7.9,15380,1985
tt0156794,"Eternity and a Day",Drama,7.9,15311,1998
tt30796448,"The Greatest Night in Pop","Documentary, Music",7.9,15107,2024
tt0055913,"Divorce Italian Style","Comedy, Drama, Romance",7.9,15018,1961
tt0084934,Yol,Drama,7.9,14999,1982
tt0393597,Earth,Documentary,7.9,14837,2007
tt1183919,Marley,"Biography, Documentary, Music",7.9,14770,2012
tt4309356,Ivy,"Drama, Fantasy, Thriller",7.9,14105,2015
tt0023563,"The Testament of Dr. Mabuse","Crime, Mystery, Thriller",7.9,14100,1933
tt0033836,"The Little Foxes","Drama, Romance",7.9,13651,1941
tt5221894,"The Other Me","Crime, Drama, Mystery",7.9,13445,2016
tt0051383,"Auntie Mame","Comedy, Drama, Romance",7.9,13359,1958
tt8108200,Sonchiriya,"Action, Crime, Drama",7.9,13310,2019
tt3614516,"Ankhon Dekhi","Comedy, Drama",7.9,13247,2013
tt1282139,"Cars of the Revolution","Drama, History",7.9,13018,2008
tt0060277,"The Sword of Doom","Action, Drama",7.9,12616,1966
tt0301727,"Winged Migration",Documentary,7.9,12530,2001
tt2926068,Manam,"Comedy, Drama, Fantasy",7.9,12391,2014
tt0052216,"Big Deal on Madonna Street","Comedy, Crime",7.9,12185,1958
tt0113703,"Love Letter","Drama, Romance",7.9,12183,1995
tt11833648,"The Book of Sun",Comedy,7.9,12055,2020
tt0031385,"Goodbye, Mr. Chips","Drama, Romance",7.9,11971,1939
tt0117040,Microcosmos,Documentary,7.9,11903,1996
tt0074360,"Cría Cuervos",Drama,7.9,11844,1976
tt0046022,"The Earrings of Madame De...","Drama, Romance",7.9,11640,1953
tt0997246,"The Song of Sparrows","Drama, Family",7.9,11530,2008
tt0028691,"Captains Courageous","Adventure, Drama, Family",7.9,11452,1937
tt32080876,Dragon,"Comedy, Drama, Romance",7.9,11412,2025
tt2130321,"West of Memphis","Crime, Documentary",7.9,11278,2012
tt0061065,"The Face of Another","Drama, Sci-Fi, Thriller",7.9,11209,1966
tt0814075,"Deliver Us from Evil","Crime, Documentary",7.9,11093,2006
tt0436231,"The Devil and Daniel Johnston","Biography, Documentary, Music",7.9,10767,2005
tt0061589,"Bob Dylan: Dont Look Back","Documentary, Music",7.9,10651,1967
tt0478813,"The Trap","Crime, Drama, Thriller",7.9,10632,2007
tt0096028,"Salaam Bombay!","Crime, Drama",7.9,10518,1988
tt0096288,"Landscape in the Mist",Drama,7.9,10396,1988
tt10717738,"Anjaam Pathiraa","Crime, Mystery, Thriller",7.9,10176,2020
tt2488496,"Star Wars: Episode VII - The Force Awakens","Action, Adventure, Sci-Fi",7.8,998844,2015
tt0903624,"The Hobbit: An Unexpected Journey","Adventure, Fantasy",7.8,902265,2012
tt3498820,"Captain America: Civil War","Action, Sci-Fi",7.8,888026,2016
tt1877830,"The Batman","Action, Crime, Drama",7.8,869933,2022
tt1285016,"The Social Network","Biography, Drama",7.8,790002,2010
tt5013056,Dunkirk,"Action, Drama, History",7.8,772536,2017
tt5052448,"Get Out","Horror, Mystery, Thriller",7.8,758275,2017
tt1074638,Skyfall,"Action, Adventure, Thriller",7.8,750323,2012
tt0780504,Drive,"Action, Drama",7.8,735319,2011
tt1170358,"The Hobbit: The Desolation of Smaug","Adventure, Fantasy",7.8,731426,2013
tt0421715,"The Curious Case of Benjamin Button","Drama, Fantasy, Romance",7.8,721093,2008
tt3748528,"Rogue One: A Star Wars Story","Action, Adventure, Sci-Fi",7.8,714378,2016
tt3460252,"The Hateful Eight","Crime, Drama, Mystery",7.8,691079,2015
tt0162222,"Cast Away","Adventure, Drama, Romance",7.8,665016,2000
tt0332280,"The Notebook","Drama, Romance",7.8,654833,2004
tt2872718,Nightcrawler,"Crime, Drama, Thriller",7.8,636352,2014
tt0096874,"Back to the Future Part II","Adventure, Comedy, Sci-Fi",7.8,597431,1989
tt0258463,"The Bourne Identity","Action, Mystery, Thriller",7.8,594447,2002
tt6710474,"Everything Everywhere All at Once","Action, Adventure, Comedy",7.8,579745,2022
tt0425112,"Hot Fuzz","Action, Comedy, Mystery",7.8,551611,2007
tt0099487,"Edward Scissorhands","Drama, Fantasy, Romance",7.8,545950,1990
tt0449059,"Little Miss Sunshine","Comedy, Drama",7.8,537066,2006
tt2245084,"Big Hero 6","Action, Adventure, Animation",7.8,528872,2014
tt1568346,"The Girl with the Dragon Tattoo","Crime, Drama, Mystery",7.8,513337,2011
tt1596363,"The Big Short","Biography, Comedy, Drama",7.8,510796,2015
tt1535109,"Captain Phillips","Action, Biography, Crime",7.8,507606,2013
tt0139654,"Training Day","Crime, Drama, Thriller",7.8,495593,2001
tt0325710,"The Last Samurai","Action, Drama",7.8,488770,2003
tt0093773,Predator,"Action, Adventure, Horror",7.8,476704,1987
tt0765429,"American Gangster","Biography, Crime, Drama",7.8,471351,2007
tt0087332,Ghostbusters,"Action, Comedy, Fantasy",7.8,470212,1984
tt0088847,"The Breakfast Club","Comedy, Drama",7.8,456925,1985
tt1302006,"The Irishman","Biography, Crime, Drama",7.8,452882,2019
